調査年月日,現状判断,分野,地区,業種,理由
2025-04-01,やや良くなっている,企業,下北,食料品製造,来店する人数が増えた為。
2025-04-01,変わらない,家計,東青,美容院,全体に物価の高さが上げられて、消費するのは大変になりました。これからどんな知恵でみなさんのりこえるのでしょう。
2025-04-01,変わらない,家計,東青,家電量販店,日用消耗品といった必要最低限の買い物にとどまっており、HC商材であるDIY商品は苦戦しているため。
2025-04-01,変わらない,家計,東青,エステ業,物価は高くなっていて、それにともなって、サービスなども質が良くなったり良い面もある。
2025-04-01,やや悪くなっている,家計,東青,コンビニ,物価が高くなり続けているので、大量に買う人が減った。
2025-04-01,やや良くなっている,企業,東青,食料品製造,積雪がゼロになり、春の移動もあるのか行動が広がり始めたように感じます。
2025-04-01,やや悪くなっている,企業,県南,広告・デザイン,現時点で明らかに仕事の依頼が減少してる。物価の高騰が著しく生活にも仕事にも大きく影響している。
2025-04-01,やや悪くなっている,企業,東青,建設,原価の上昇が大きいです(資材価格)。
2025-04-01,やや悪くなっている,企業,津軽,食料品製造,物価高。
2025-04-01,やや悪くなっている,企業,津軽,電気機械製造,アメリカ大統領に振り回されている。
2025-04-01,やや悪くなっている,企業,県南,経営コンサルタント,ガソリン価格が高値で推移し、電気、ガスの補助金がなくなり、売上が伸び悩んでいる中で金額が高くなるコストアップ要因が増えてきている為。
2025-04-01,やや悪くなっている,企業,県南,電気機械製造,なかなか終わらない戦争と欧州のEVシフトの失敗、中国の不景気で安売り攻勢と日本も含めて景気が良くなる要素が無い。
2025-04-01,やや悪くなっている,企業,県南,食料品製造,トランプ関税への警戒感。
2025-04-01,やや悪くなっている,企業,東青,経営コンサルタント,県内景気は大雪による影響が和らぎ穏やかに回復しているという見方もあるが、新型コロナ禍が収束し需要の急回復による物価高騰、コロナ融資返済の本格化による資金不足、さらに人手不足の要因により中小企業の倒産が増えている。また、県内で人件費や仕入価格の上昇分を価格転嫁できていない企業は6割以上あることから収益は圧迫している。
2025-04-01,やや悪くなっている,雇用,東青,人材派遣,物価高・人材不足の影響でモノ消費が抑えられてしまっている。
2025-04-01,やや悪くなっている,雇用,県南,新聞社求人広告,当社の取引先には住宅業界が多く、この住宅業界が苦戦しているため。
2025-04-01,やや悪くなっている,雇用,県南,人材派遣,連日の報道にもあるように、取引先の多くは、最近の原材料や光熱燃料費、また人件費の高騰の影響もあり、企業経営が厳しい様に感じるため。それによる地元企業倒産の報道も多くなった様に感じる。
2025-04-01,悪くなっている,家計,東青,設計事務所,物価高騰と政治の不安定によるもの。
2025-04-01,悪くなっている,家計,津軽,観光名所等,ツアー単価の高騰の影響もあり利用客数の昨年対比減。商品の一人当たりの購入単価減が目立つ。
2025-04-01,悪くなっている,家計,県南,スナック,お客様が少ない。
2025-04-01,悪くなっている,家計,県南,コンビニ,食品、ガソリン・灯油・電気他全て値段が高くなり買い控えている。
2025-04-01,やや悪くなっている,雇用,東青,求人情報誌,毎月の物の値上げがあり、やってもやっても景気が良くなっていないと思います。
2025-04-01,やや悪くなっている,家計,下北,ガソリンスタンド,物価高！何から何まで値上がり、家計や会社の経費に負担をかけていると思われます。都会ではインバウンドで外国人観光客が多く来ていましたが、下北ではあまり見かけません。
2025-04-01,やや悪くなっている,家計,東青,衣料専門店,年明けからの連続降雪に参ってしまった。昨年は暖冬から来街者、来店者の顔色もよく景気の好調でしたが、この惨事、除排雪の不都合が話題で消費どころでなかった。
2025-04-01,やや悪くなっている,家計,下北,レストラン,物価高騰、地域応援券などが少ない。
2025-04-01,やや悪くなっている,家計,東青,住宅建設販売,建築原価や人件費の高騰部分が利益を圧迫してきている点と政策金利が上がったことによる金融機関の融資審査難が増えたことによる購買層の減少。新年度からの様々な制度変更がマイナス方向に働いている上に値上がりが追い打ちをかけている状況。
2025-04-01,やや悪くなっている,家計,東青,ガソリンスタンド,何といっても物価高の影響で、買い控えが進んでいる。
2025-04-01,やや悪くなっている,家計,下北,タクシー,物価の値上がりが続き、値上がり幅に給料が追いつかない。管内のスーパーマーケットが本日営業停止をしました。すたれていくなーと突然思いました。
2025-04-01,やや悪くなっている,家計,津軽,家電量販店,冬の間は、油や、米の高騰で消費者の財布の紐が堅かったが、春になり少しは緩和されるかと思ったのだが、4月には色々な物の値上げがあり、消費は低迷してると思われる。
2025-04-01,やや悪くなっている,家計,津軽,住宅建設販売,建築意欲の低下、資材高騰による予算拡大の資金面がクリアできない。
2025-04-01,やや悪くなっている,家計,東青,旅行代理店,自分の職種的に物価の高騰(ホテル、バス代、その他すべて)による利用控えはここ数カ月で感じる。実質数字的にも見えてきている。
2025-04-01,やや悪くなっている,家計,県南,ガソリンスタンド,物価の上昇に、可処分所得の増加が追いつかないことから。
2025-04-01,やや悪くなっている,家計,津軽,衣料専門店,物価高で生活費高騰で買物は後回しに。百貨店の閉店で管内に人が来ない。
2025-04-01,やや悪くなっている,家計,県南,一般飲食店,大きい要因は、天候の不順があげられる。全国的なことですが、急に高温になったり、低温になったりめまぐるしい変化で客足がめちゃくちゃな状態である。それに伴い、この物価の上昇に購買意欲が低下しているのも大きな要因と考えられる。
2025-04-01,やや悪くなっている,家計,県南,商店街,アメリカの関税の問題ですべての物価が上がると懸念する声が多いから。
2025-04-01,やや悪くなっている,家計,県南,衣料専門店,物価高。食品以外の衣料品も商品価格が上昇し販売点数の落ち込みが前年同時期に比べて顕著。
2025-04-01,やや悪くなっている,家計,県南,一般小売店,トランプショックによる不安材料しかない。日本を代表する自動車産業が矢面に立たされている。
2025-04-01,やや悪くなっている,家計,県南,設計事務所,プラスの材料が少ない。
2025-04-01,やや悪くなっている,家計,県南,旅行代理店,物価の高騰が大きすぎる。
2025-04-01,やや悪くなっている,家計,県南,百貨店・スーパー,人手不足や収支の悪化により、事業停止した会社の負債額が億単位の件数が増えている為。お米の価格が上昇したまま下がらない為。ガソリン・灯油が値上がりし、下がらない為。アルコール飲料を含め、4月1日から値上がりした商品が多い為。
2025-04-01,やや悪くなっている,家計,東青,レストラン,品物が毎日値上がりし、材料確保が難しくなってきた。物価高の割に給料が上がってないせいなのかお客様の動きが鈍い。
2025-07-01,変わらない,企業,下北,食料品製造,物価が⾼いので変わらないように思います。
2025-07-01,変わらない,雇用,津軽,新聞社求人広告,宣伝、広告費について、より費用対効果を求める傾向や食費等の節約志向はうかがえるが、屋内外のイベントが多々開催されており、連⽇多くの人でにぎわっているのを報道で⾒聞きするから。
2025-07-01,変わらない,企業,県南,経営コンサルタント,物価⾼が継続しており、トランプ関税についても交渉がどのような結果となるか先が⾒通せない状況となっているため。
2025-07-01,変わらない,家計,下北,コンビニ,物価が⾼くなり、安いものだけを求める。
2025-07-01,変わらない,家計,下北,ガソリンスタンド,何から何まで値上げ値上げ。売り上げや利益は上がらないのに賃⾦も上げなければならないし。都会のようにインバウンドの恩恵があればいいのですが。
2025-07-01,変わらない,家計,県南,乗用⾞販売,温暖化に伴い、熱中症対策での環境整備を⾏って、夏場の時期を乗り越えたい。社員の健康管理に目を向け、労働安全を継続したい。
2025-07-01,変わらない,家計,県南,百貨店・スーパー,い。物やサービスの値上がりが続くが、収入が増えないため。
2025-07-01,変わらない,家計,県南,住宅建設販売,⾼額商品の購入は減少傾向にあるが、管内は⽶の価格が全国的に最安値など物価上昇が抑えられている。しかし、その反⾯賃⾦の上昇も抑えられているように感じる。
2025-07-01,変わらない,家計,県南,商店街,相変わらず、お⽶を中心に食品の価格が⾼い上に、中東の影響で原油等も⾼値で推移しそうだから。
2025-07-01,変わらない,家計,県南,タクシー,前年同月と比較しても、また３か月前と比較しても非常に厳しい状況。
2025-07-01,変わらない,家計,県南,旅⾏代理店,"物価上昇が他の売上、消費に追いついていない。⽶価10㎏4,000円台→5㎏4,000円というように価格が倍になっていることなんてありえな"
2025-07-01,変わらない,家計,津軽,⾐料専門店,物価⾼、選挙、異常気象。
2025-07-01,やや悪くなっている,家計,東青,⾐料専門店,景気観測地点は自店と、各種会合での話題からになりますが、春の陽気からも上向きになっていないようです。
2025-07-01,変わらない,家計,県南,家電量販店,物価⾼の影響や賃⾦問題が解消していないためと思われる。
2025-07-01,やや悪くなっている,雇用,県南,新聞社求人広告,物価⾼。
2025-07-01,やや悪くなっている,企業,津軽,電気機械製造,物価の上昇が⽌まらない。
2025-07-01,やや悪くなっている,家計,津軽,百貨店・スーパー,物価の上昇に⻭⽌めがかかっておらず、昨年度のような減税などの具体的な対応策もなくコスト増に苦しんでいるように⾒受けられる。
2025-07-01,やや悪くなっている,家計,津軽,一般小売店,賃上げにより、少し収入が増えても、物価の上昇が凄まじい。特に食品がひどい。
2025-07-01,やや悪くなっている,家計,県南,ガソリンスタンド,食料品をはじめとした物価上昇が続いていること。
2025-07-01,やや悪くなっている,家計,県南,観光名所等,⾼温続きのためか、果樹(主にさくらんぼ)が不作で、⾼値でもあり、売上が⼤幅に減少した。
2025-07-01,やや悪くなっている,家計,県南,コンビニ,物価の上昇に給料がついていけていない。
2025-07-01,やや悪くなっている,家計,県南,⾐料専門店,物価⾼による消費活動の縮小。
2025-07-01,やや悪くなっている,家計,県南,一般小売店,ほとんど全ての物価と公共料⾦等が⾼⽌まりなのに所得向上が全く追い付きそうにない。
2025-07-01,やや悪くなっている,家計,下北,レストラン,物価⾼がとまらない。ガソリンや⽶など。
2025-07-01,やや悪くなっている,家計,下北,一般飲食店,単純に物価⾼かと思います。
2025-07-01,やや悪くなっている,企業,東青,建設,仕事量は横ばいだが、資材・人件費の⾼騰が続いている。
2025-07-01,やや悪くなっている,企業,津軽,広告・デザイン,物価⾼騰、ガソリン代等の⾼騰は状況的に変わっていないと考えたため。
2025-07-01,変わらない,家計,津軽,住宅建設販売,お客様の動向に変わりがないため。小規模・中規模リフォーム⼯事は顕著です。
2025-07-01,やや悪くなっている,企業,県南,電気機械製造,トランプ関税や世界的な戦争発⽣で仕事の⾒通しを明⽰しない(⼜はできない)取引先が多い。
2025-07-01,やや悪くなっている,家計,東青,住宅建設販売,物価⾼騰に⻭⽌めがかかる様⼦がなく⾼額商品の購入に慎重になっている。県外や国外の観光に関しては上向きのように感じるが、県⺠まで浸透していない。
2025-07-01,変わらない,家計,津軽,コンビニ,SHIROFES等で少しは変化してくれれば。
2025-07-01,やや良くなっている,家計,津軽,都市型ホテル,観光景気は、上々に戻りつつあり、外国人観光客の増加に伴う観光振興を図る。
2025-07-01,変わらない,家計,津軽,レストラン,物価⾼騰による。
2025-07-01,やや悪くなっている,企業,県南,食料品製造,消費者の節約志向。
2025-07-01,悪くなっている,家計,東青,一般飲食店,⽇々の仕事やお客さまの様⼦を⾒ていると、明らかに「財布の紐が開かない」空気を感じます。お客さま一人あたりの注文数が減っていたり、以前なら追加で頼まれていたメニューが⾒送られたりと、慎重な消費⾏動が目⽴ちます。背景には物価⾼の影響が⼤きく、⽇常の⽣活費がかさんでいる分、外食や娯楽に回す余裕がなくなっているのだと感じます。また、最近はカード⽀払いが圧倒的に増えており、現⾦をなるべく減らして管理しようという意識が強くなっているようです。⽀払い方法ひとつとっても、景気への警戒感が表れていると思います。
2025-07-01,悪くなっている,家計,東青,美容院,お客様の声は、物価⾼でしょう。なんでも上がりましたから。
2025-07-01,悪くなっている,家計,県南,スナック,物価の⾼騰。
2025-07-01,悪くなっている,家計,県南,レストラン,3か月前よりも管内市街に人が居ない。歩いていない。地元⺠が中心街に来ない。
2025-07-01,悪くなっている,家計,県南,美容院,来店回数が極端に少なくなりました。やはり食事や健康の方が優先されていると思います。
2025-07-01,悪くなっている,家計,県南,設計事務所,仕事が少ない。
2025-07-01,良くなっている,家計,東青,観光名所等,来館者が増加している。
2025-07-01,やや良くなっている,家計,東青,一般小売店,夏、そして祭に向けインバウンド含めて観光需要が⾼まっている。
2025-07-01,やや良くなっている,家計,東青,百貨店・スーパー,気温上昇に伴い⾐料品、服飾雑貨の需要が⾼くなってきたため。
2025-07-01,やや良くなっている,家計,東青,コンビニ,値上げが続いているけど、売り上げ客数は、やや伸びている。
2025-07-01,やや良くなっている,家計,東青,都市型ホテル,インバウンド需要が伸びている。
2025-07-01,やや良くなっている,家計,東青,タクシー,天候的なところ、特に気温上昇もあり結構動きが出ている状況です。また、アプリの利用も非常に⾼まってきている。
2025-07-01,やや良くなっている,家計,津軽,商店街,3ヶ月前に働いていた職場に来られるお客様より、現在の職場に来られる方の方が良さげ。
2025-07-01,やや良くなっている,家計,県南,卸売業,御中元の季節に向けて、ギフト需要が⾼まっているため。
2025-07-01,やや良くなっている,家計,下北,百貨店・スーパー,備蓄⽶の出回りがあったり燃料等の価格の落ち着き等で少し多方⾯への消費に向ける意識が前進したような雰囲気がある。
2025-07-01,やや良くなっている,家計,下北,都市型ホテル,宴会等はほぼコロナ禍前に戻り、宿泊については満室の⽇が増え順調に推移していると思います。ただ、冠婚葬祭に関しては規模が小さくなり、なかなか以前のようには戻りません。多分この形が普通になり、その分別の形でカバーしなければならないと思います。
2025-07-01,やや良くなっている,企業,東青,食料品製造,夏場を迎え、⽔産業界はさらに厳しい状況ですが、夏祭りに向けて前向きに取り組みつつある（希望している）。
2025-07-01,やや良くなっている,企業,県南,飲料品製造,アメリカ関税や⽶の価格の⾼騰などの景気関連の先⾏きに対する不安感が広がっていた状態から比べると現在はそれが多少薄れ、落ちついてみえる。一般市⺠の消費にもよい影響がでてるように思われる。また春から夏に向けてインバウンドを含む観光客の動きがよく、直売所などの売れ⾏きが好調。
2025-07-01,やや良くなっている,企業,県南,建設,⽶価の⾼騰が毎⽇のようにニュースに上がっているが、旅⾏や外食に出かける人が増加していて、ある意味値上げラッシュに慣れてきたのか、消費⾏動は以前より活発になってきた感じがする。
2025-07-01,変わらない,家計,東青,卸売業,商品の価格改定が続き消費者が買い控えになっている。お⽶の価格⾼騰も影響がある。
2025-07-01,変わらない,家計,東青,百貨店・スーパー,⽶の影響は⼤きいものの、商品の値上げにも慣れ、買い物⾏動に⼤きな変化は感じず。メリハリのあるお⾦の使い方、⽣活の仕方は継続していると考えます。
2025-07-01,変わらない,家計,東青,家電量販店,物価⾼騰や、⽶国をはじめとする海外情勢に起因する経済の不確実性が続いているため。
2025-07-01,変わらない,家計,東青,設計事務所,事業計画はあるが、建設費、人件費、働き方改⾰による⼯期延⻑で事業が進まず⾦融機関の融資も厳しい状況である。
2025-07-01,変わらない,家計,東青,娯楽業,業績が上向くことなく横ばい状態です。
2025-07-01,変わらない,家計,東青,エステ業,3か月の短期間では変わっていないようです。
2025-07-01,変わらない,家計,津軽,美容院,所得のアップが景気に追いつかないが、他の地域に比べて天気に恵まれているおかげで雰囲気が明るい。
2025-07-01,変わらない,家計,津軽,設計事務所,昨年、一昨年と比較して仕事量が少ないです。官公庁発注物件も⺠間物件もどちらも少ないという気がします。
2025-07-01,変わらない,家計,津軽,観光名所等,値上げ分がそのまま売上増加になっているだけで、購買意欲が⾼まっているとは感じていないため。
2025-07-01,変わらない,家計,津軽,家電量販店,食料品などの物価⾼は、依然として続いているのですが、6月から気温上昇で、エアコン、冷蔵庫等の販売は顕著に推移しています。昨年と比べ、あまり変わらないと感じています。
2025-07-01,やや悪くなっている,雇用,東青,人材派遣,人材オーダーが春先に比べて落ち込んでいる。一部サービス業は景気上向きの様⼦ですが、第一次産業等は物価⾼で経費圧迫されていて思うように粗利が出ていないように感じる。
2025-10-01,変わらない,家計,下北,⼀般飲⾷店,先⽇、新聞報道であったとおり慢性的なホテル不⾜もあり、夜の街が静かだと思います。来店したお客様もホテルを取るのが⼤変だったという話を聞きます。
2025-10-01,悪くなっている,企業,県南,広告・デザイン,同業者(広告代理店や印刷会社)の廃業、倒産、企業売却が近年多い。中央資本によるネット販売も安価で太⼑打ちできない。
2025-10-01,変わらない,家計,県南,レストラン,よくもなっていなければ、悪くもなく、変わらない。とにかく管内市街に⼈が居ない。
2025-10-01,変わらない,家計,県南,タクシー,依然として、燃料⾼止まり、物価⾼騰等々、景気が上向く要素がないと思われる。
2025-10-01,変わらない,家計,県南,商店街,何の分野でも良い状況が⾒えないから。新米の価格も異常。
2025-10-01,変わらない,家計,県南,家電量販店,米の価格、ガソリン代の価格など物価⾼は購買意欲の低下につながっていると思う。
2025-10-01,変わらない,家計,県南,乗用⾞販売,物価⾼の影響が続いており、新⾞の買い換えサイクルにも影響をきたしている。
2025-10-01,変わらない,家計,下北,レストラン,物価⾼。
2025-10-01,変わらない,家計,下北,都市型ホテル,宿泊については、引き続き堅調に推移しています。ただ、宴会・会議等の御利用は８月・９月と苦戦しましたが、全体的にみれば好調を維持していると思います。
2025-10-01,変わらない,家計,下北,ガソリンスタンド,コロナの影響もなくなりお盆や祭の帰省客や観光客が増えるかと思ったがそれほどでもなかった。ガソリンが⾼止まりしているせいか県外ナンバーよりもレンタカーの割合が増えてきた。
2025-10-01,変わらない,家計,県南,観光名所等,あまり変化がないと思う。今後を期待したい。
2025-10-01,変わらない,企業,東青,経営コンサルタント,猛暑の影響で清涼飲料や夏物⾐料、エアコンの売上は上昇していたが、農産物は打撃を受け販売する企業にとっては悪影響があった。物価⾼、⼈⼿不⾜は継続しており、県内の中小企業に影を落としている。特に県内の賃上げ率は3.26%と⾼水準であったが、労務費上昇分の価格転嫁が全くできていない企業や転嫁率50%未満の企業は75%に及んでいる。
2025-10-01,変わらない,企業,津軽,広告・デザイン,最低賃⾦の上昇に伴い、中小企業の⼈件費逼迫の影響が出ていると感じる。商品購⼊等に対して意欲的ではないように⾒受けられる。
2025-10-01,変わらない,企業,津軽,⾷料品製造,⽇々の買い物で物価の上昇を切実に感じる。
2025-10-01,変わらない,企業,県南,飲料品製造,暑い夏が終わり祭の雰囲気も⼀段落。相変わらずの旅⾏客の⼊り込みなどもあるが、あらゆる分野で値上げの情報があり、財布のひもも固くなっている気がする。
2025-10-01,変わらない,企業,県南,経営コンサルタント,⾷料品を中⼼とした物価上昇、⼈⼿不⾜、最低賃⾦の上昇によるコストアップの状況が継続している。
2025-10-01,変わらない,企業,県南,建設,様々な材料や商品など、値上げが止まることを知らず、皆節約モードを継続している。特に米は値下がりの動きが鈍く、古米が未だ新米並みの水準を維持しているのが驚き。スーパーの客の買い物かごを覗くと、ごはんのおかずの材料を購⼊するというよりは、米に代わるパン、パスタ、冷凍⾷品などが多く⼊っている気がするのは気のせいか。
2025-10-01,変わらない,企業,下北,⾷料品製造,売れている商品や数に変化があまりなく増減があまりないように思います。
2025-10-01,変わらない,雇用,東青,新聞社求⼈広告,米をはじめとする物価の⾼騰。さらに各種商品、サービスの値上げが続いていること。
2025-10-01,変わらない,雇用,津軽,新聞社求⼈広告,変わらないとはいえ、企業の⼈⼿不⾜感はさらに強まっており、これが今後の景気の⾜を引っ張る懸念材料ではないかと思える。消費者同様に、企業の「節約志向」も変わらず、特に宣伝広告費といった⾼額な支出に慎重さを感じる。
2025-10-01,変わらない,企業,東青,⾷料品製造,経営改革や事業所の統合で経費を抑える企業が出てきている。経費を抑えるため容量の変更で価格を抑える企業もあり、努⼒を感じます。
2025-10-01,変わらない,家計,津軽,住宅建設販売,弊社が⾏う⾒学会やイベントへの参加者が少ないです。住宅展⽰場・⾒学会の来場数で景気判断するのは正確なものさしではないのですが、動向は鈍いと思います。
2025-10-01,変わらない,家計,津軽,コンビニ,物価⾼騰が影響しそう。
2025-10-01,変わらない,家計,津軽,レストラン,ねぷた祭り等のイベントもあり、⻘森県を訪れる⼈が増えているため。
2025-10-01,やや良くなっている,家計,東青,百貨店・スーパー,⾼単価商品（ダウンコートなど）に動きが出てきたため。
2025-10-01,やや良くなっている,家計,東青,⼀般飲⾷店,今年の夏は猛暑が続き⼤変厳しい気候となりましたが、客⾜は安定しており落ち込みも⾒られず、売上はここ数年で最も⾼い水準となりました。夏場の帰省や祭に伴う来⻘が⼤きな要因と考えられます。特に例年と比べて顕著だったのは、⼤⼈数でのご利用が多かった点です。これまで推奨されてきた少⼈数での利用が緩和され、その流れがさらに⾃然な形で定着してきている印象を受けています。
2025-10-01,やや良くなっている,家計,東青,都市型ホテル,客室単価上昇と稼働率上昇。
2025-10-01,やや良くなっている,家計,東青,家電量販店,多⽅面での値上げないし価格の⾼止まりにより、個⼈消費の停滞が続いているものの、製造業や、⼀部インバウンド需要の回復などが⾒受けられ、緩やかではあるものの景気は改善傾向にあると思われる。
2025-10-01,やや良くなっている,家計,東青,住宅建設販売,夏前よりもお客様が動いているように感じます。
2025-10-01,やや良くなっている,家計,東青,娯楽業,８月の業績が、季節要因とは思いますが、上向きました。
2025-10-01,やや良くなっている,家計,津軽,観光型ホテル・旅館,インバウンドの回復。
2025-10-01,やや良くなっている,家計,津軽,⼀般小売店,３か月前は「やや悪い」でした。今回は７月があまり良くなかったが、８・９月はすこし持ち直してきているので。
2025-10-01,やや良くなっている,企業,津軽,経営コンサルタント,米やリンゴの主要農作物が収穫期に⼊り、特にリンゴは⾼値の予想になっている。傷が付いてジュース等の加工用に回るような物も市場で買取されていると聞きます。新米も店舗に並び始め、⼀瞬価格に驚きますが受け⼊れていかなければならないのでしょう。物価は徐々に上がっており、外⾷単価も以前と比較すると⾼くなっていますが、それでも混雑具合は以前とたいして変わらないように感じます。10月からまた多くの品目が値上げされるとニュースで⾒ますが、それも概ね受け⼊れられているように感じます。
2025-10-01,変わらない,家計,東青,⼀般小売店,祭や帰省など⼈流の多い前期と比較してさすがに分⺟は小さくなっているものの、⼤⼈の休⽇倶楽部やインバウンド含め、域外の客による活発な購買需要が⾒られる。
2025-10-01,変わらない,家計,東青,乗用⾞販売,元々、値引きをして販売していることや、原価⾼騰からの⾞両⾦額の値上げもあり、正直分かりにくいのが現状です。
2025-10-01,変わらない,家計,東青,百貨店・スーパー,⾷品中⼼に各種値上げが続く中で使えるお⾦は変わらないため。その中でやりくりする生活、買い物のメリハリ、節約志向は継続すると思います。
2025-10-01,変わらない,家計,東青,美容院,暑さが和らぎ、しのぎやすくなったので出歩いているようです。ただ町の中で歩き回るのではなく、外に出ているので商売としてはいまひとつでしょうか。
2025-10-01,変わらない,家計,東青,レストラン,10月に⼊ってから材料関係が⼀⻫に値上げしてお客様の動きが鈍くなったように思う。
2025-10-01,変わらない,家計,東青,旅⾏代理店,お客様の申込みの数が横ばい。
2025-10-01,変わらない,家計,津軽,美容院,米の値段も新米が出てその⾼さにビックリ、庶⺠が笑顔で買える値段ではない。政府も農協も農家もまさか⽇本⼈の米離れを推進しているのか。
2025-10-01,変わらない,家計,津軽,設計事務所,公共、⺠間による設計業務が共に多くない状況が続いている。
2025-10-01,変わらない,家計,津軽,⼀般飲⾷店,売上はコロナ以前に戻ったが、材料費・⼈件費・光熱費等、諸経費の⾼騰による資⾦難に併せて、消費税や社会保険料の値上げで景気が良くなっているとは言えない。
2025-10-01,変わらない,家計,津軽,商店街,お客様の来社された⼈数が、あまり変わっていないため。
2025-10-01,変わらない,雇用,津軽,⼈材派遣,物価⾼騰が留まるところがない。３ヶ月前と比較しても、特に⾷料品、ガソリン、灯油等、生活必需品の値上がりが顕著で家計に直接影響を及ぼしている。
2025-10-01,変わらない,雇用,県南,⼈材派遣,依然として続く物価⾼騰、また⼈⼿不⾜等の影響が多くのお客様に影響を及ぼしている。
2025-10-01,変わらない,家計,東青,観光名所等,来館者の推移より。
2025-10-01,やや悪くなっている,家計,東青,コンビニ,値上げラッシュの影響なのかお客様の購買点数が落ちていると思われます。
2025-10-01,やや悪くなっている,家計,県南,住宅建設販売,住宅購⼊者が減ってきている。社内でも節約の話題が頻繁に聞かれるようになった。
2025-10-01,やや悪くなっている,家計,県南,⾐料専門店,物価⾼。⾷品以外にも原材料の⾼騰により⾐料品の価格も上がっている。
2025-10-01,やや悪くなっている,家計,県南,⼀般小売店,諸物価⾼騰、特に10月からの⾷品の値上げ。⼀般消費者には物価⾼の影響が強い。
2025-10-01,やや悪くなっている,家計,下北,タクシー,⻘森県の最賃が低いうえに物価の上昇はとまらない。
2025-10-01,やや悪くなっている,家計,下北,⼀般小売店,物価の上昇が止まらない。
2025-10-01,やや悪くなっている,企業,津軽,電気機械製造,物価⾼及び受注の減少。
2025-10-01,やや悪くなっている,企業,県南,電気機械製造,賃⾦の価格転嫁が進まない。
2025-10-01,やや悪くなっている,雇用,東青,⼈材派遣,物価も⼈件費も急激に⾼騰しており、それに⾒合う給与改定がなされていないため。景気悪化していくように⾒受けられる。
2025-10-01,やや悪くなっている,雇用,東青,求⼈情報誌,通常⼊ってきている仕事が⼊ってきていない。
2025-10-01,やや悪くなっている,雇用,県南,新聞社求⼈広告,管内では、⼈⼝減少や若者の流出、地域でのお⾦の動きの弱さなどが続いており、そのせいで景気が上向きにくい原因になっていると感じています。
2025-10-01,悪くなっている,家計,津軽,⾐料専門店,物価⾼。
2025-10-01,悪くなっている,家計,県南,スナック・バー,お客様が少ない。街が閑散としている。
2025-10-01,悪くなっている,家計,県南,美容院,来店頻度がかなり落ち込んでいる。最近の値上げムードの結果かと思っている。
2025-10-01,悪くなっている,家計,下北,コンビニ,物価が⾼くて、必要なもの以外買わない。
2025-10-01,やや悪くなっている,家計,東青,卸売業,米の価格⾼騰による影響で嗜好品(酒類)等の買上げ点数が悪くなっている。
2025-10-01,やや悪くなっている,家計,県南,コンビニ,商品の値段が上がり、売れなくなっている。
2025-10-01,やや悪くなっている,家計,県南,卸売業,新米の値上げや10月からの⾷品類値上げにより買い控えが起きている。
2025-10-01,やや悪くなっている,企業,東青,建設,物件減少、原価⾼騰、残業規制、⼈⼿不⾜。
2025-10-01,やや悪くなっている,家計,県南,百貨店・スーパー,物価⾼と円安。
2025-10-01,やや悪くなっている,家計,東青,設計事務所,景気が上向く要因が⾒当たらず、先⾏き不透明感があるため。
2025-10-01,やや悪くなっている,家計,東青,ガソリンスタンド,少子⾼齢化が加速し、消費の需要が縮小し、結果企業間の競争が激化して、倒産・事業譲渡する会社が増えている。
2025-10-01,やや悪くなっている,家計,県南,⼀般飲⾷店,これだけの材料⾼騰では景気は太⼑打ちできない。⼀般市⺠も値上げで生活が苦しくなる。その影響の絡みで外⾷頻度が減ると感じられる。また、最低賃⾦の問題で、利益が圧迫され存続⾃体が非常に難しくなるであろう。良くなる状況が皆無に感じられる。
2025-10-01,やや悪くなっている,家計,東青,タクシー,３ヶ月前は、祭や交流⼈⼝の増加からコロナ禍前の売上に戻り好調であったが、その反動からか、９月は前年比横ばいの推移となります。
2025-10-01,やや悪くなっている,家計,東青,商店街,インバウンド客の動きは相変わらずいいが、地元顧客については、この時期の季節の移り変わりによる購買⾏動があまり⼤きく動き出さないように感じる。⾼温が続いた気象による季節感の認識ずれが起こっているのではと思われる。
2025-10-01,やや悪くなっている,家計,津軽,旅⾏代理店,仕⼊れ値が⾼くなっている。
2025-10-01,やや悪くなっている,家計,津軽,百貨店・スーパー,⾐料品の売上が気温の影響もあり鈍化しているように⾒受けられる。全体的な値上げの中で買い控えもあるように⾒える。
2025-10-01,やや悪くなっている,家計,津軽,観光名所等,物価⾼に伴う買い控え傾向。
2025-10-01,やや悪くなっている,家計,東青,⾐料専門店,⾃然環境は全然問題ないのですが消費環境は冷たく感じます。観光客の⼊込増は感じ、そちら関係の景気は良いと報告されますが、⼀般国⺠の消費意欲は弱いようです。
2025-10-01,やや悪くなっている,家計,津軽,スナック・バー,⻑引く物価⾼。
2025-10-01,やや悪くなっている,家計,県南,旅⾏代理店,物価⾼騰。
2025-10-01,やや悪くなっている,家計,県南,百貨店・スーパー,売上は、商品の値上げにより上がっているが、客数と買上点数の前年割れが続いている。
2025-10-01,やや悪くなっている,家計,県南,ガソリンスタンド,適切な物価⾼騰対策が何も打たれないことから。
2025-10-01,やや悪くなっている,家計,津軽,家電量販店,今年の夏は猛暑で、エアコンや冷蔵庫などの販売が好調であったが、秋に向けては各メーカーの小売価格の値上げや、米の新米価格など、物価⾼がこれから景気に響いてくると思う。政治の不安定感も否めない。
